19830101
37.66,27.07
38.01,27.18
41.27,26.99
42.33,26.68
41.50,25.00
43.01,27.98
44.14,28.26
41.64,29.15
41.01,24.24
40.93,25.36
40.61,27.24
41.87,27.27
40.61,27.53
41.00,27.20
40.90,29.40
41.97,28.91
41.22,29.96
41.14,30.08
41.32,28.07
42.03,29.25
39.95,28.81
40.27,29.15
41.90,28.48
39.51,27.77
39.54,28.01
39.56,28.06
43.75,28.42
41.94,28.25
42.10,27.33
40.84,27.30
40.10,27.63
40.85,27.74
41.15,29.91
40.28,28.21
40.50,28.62
40.36,29.11
43.03,28.21
39.89,27.62
39.85,28.09
41.48,28.72
40.89,28.84
40.34,28.53
39.73,28.88
37.22,27.63
40.33,26.81
41.87,28.31
40.19,27.90
40.29,28.72
40.02,27.26
40.55,28.22
40.93,28.74
39.44,28.33
39.25,28.16
39.57,27.76
41.31,27.95
40.79,28.27
40.76,28.11
36.17,27.39
37.61,26.93
35.99,26.30
35.43,27.01
38.26,26.93
37.48,25.98
39.39,25.91
39.58,26.47
39.60,28.08
41.94,27.99
37.72,27.15
37.30,27.12
32.85,25.65
33.96,25.03
34.56,24.17
33.06,24.06
37.30,24.68
36.48,26.04
34.77,24.96
35.65,26.32
38.38,27.03
38.48,27.85
39.25,26.95
39.96,26.92
39.34,27.31
38.42,27.08
34.80,25.01
32.76,24.94
35.07,25.26
38.05,25.61
38.09,25.57
38.46,25.65
34.27,26.47
36.40,24.72
38.11,26.81
36.49,28.32
39.78,28.21
40.88,27.41
40.12,28.98
40.68,27.71
42.72,28.41
41.52,25.65
41.60,27.74
40.12,27.57
36.22,26.26
36.37,27.83
41.53,26.48
42.65,27.49
40.50,28.99
41.88,28.19
40.67,29.35
40.77,28.44
41.13,29.15
40.13,28.00
42.24,29.01
41.61,30.70
41.05,29.65
41.94,29.73
42.68,27.84
40.89,29.86
42.52,29.77
41.72,29.61
41.92,30.48
40.80,29.33
41.71,29.49
39.91,28.40
40.24,28.48
40.82,30.87
38.43,29.09
37.99,28.55
38.64,28.31
37.19,28.30
40.03,28.35
42.09,29.74
42.84,29.90
41.68,29.97
40.02,27.83
